"","stopid","displaystopid","shortname","fullname","shortnamelocalized","fullnamelocalized"
"2502","3039","3039","Monkstown Rd","Monkstown Rd","Br Bhaile na Manach",""
"2503","3040","3040","Monkstown Rd","Monkstown Rd","Br Bhaile na Manach",""
"2504","3041","3041","Monkstown Crescent","Monkstown Crescent","Corrán Bhaile na Ma",""
"2505","3042","3042","Dunleary Hill","Dunleary Hill","Cnoc Dhún Laoghaire",""
"2506","3045","3045","Vevay Road","Vevay Road","Bóthar Vevay",""
"2507","3046","3046","Georges Street","Dun Laoghaire SC","Sráid Sheoirse",""
"2508","3047","3047","George's St","George's St","Sráid Sheoirse",""
"2509","3048","3048","Glasthule Rd","Glasthule Rd","Br Ghlas Tuathail",""
"2510","3049","3049","Glasthule Rd","Glasthule Rd","Br Ghlas Tuathail",""
"2511","3050","3050","Glasthule Rd","Glasthule Rd","Br Ghlas Tuathail",""
"2512","3051","3051","Sandycove Rd","Sandycove Rd","Br Chuas an Ghainim",""
"2513","3052","3052","Sandycove Rd","Sandycove Rd","Br Chuas an Ghainim",""
"2514","3053","3053","Breffni Road","Breffni Road","Bóthar Bhréifne",""
"2515","3054","3054","Ulverton Road","Ulverton Road","Bóthar Ulverton",""
"2516","3055","3055","Ulverton Road","Ulverton Road","Bóthar Ulverton",""
"2517","3056","3056","Ulverton Road","Ulverton Road","Bóthar Ulverton",""
"2518","3057","3057","Ulverton Road","Ulverton Road","Bóthar Ulverton",""
"2519","3058","3058","Ulverton Road","Hyde Road","Bóthar Ulverton",""
"2520","3059","3059","Ulverton Road","Ulverton Road","Bóthar Ulverton",""
"2521","3060","3060","Ulverton Road","Ulverton Road","Bóthar Ulverton",""
"2522","3061","3061","Ulverton Road","Ulverton Road","Bóthar Ulverton",""
"2523","3062","3062","Breffni Road","Breffni Road","Bóthar Bhréifne",""
"2524","3063","3063","Sandycove Rd","Sandycove Rd","Br Chuas an Ghainim",""
"2525","3064","3064","Sandycove Rd","Sandycove Rd","Br Chuas an Ghainim",""
"2526","3065","3065","Glasthule Rd","Glasthule Rd","Br Ghlas Tuathail",""
"2527","3066","3066","Glasthule Rd","Glasthule Rd","Br Ghlas Tuathail",""
"2528","3067","3067","Glasthule Rd","Glasthule Rd","Br Ghlas Tuathail",""
"2529","3068","3068","George's St","George's St","Sraid Sheoirse",""
"2530","3069","3069","George's St","George's St","Sraid Sheoirse",""
"2531","3070","3070","George's St","George's St","Sraid Sheoirse",""
"2532","3071","3071","Dunleary Hill","Dunleary Hill","Cnoc Dhún Laoghaire",""
"2533","3072","3072","Longford Place","Longford Place","Plás an Longfoirt",""
"2534","3073","3073","Monkstown Rd","Monkstown Rd","Br Bhaile na Manach",""
"2535","3074","3074","Monkstown Rd","Monkstown Rd","Br Bhaile na Manach",""
"2536","3075","3075","Monkstown Rd","Monkstown Rd","Br Bhaile na Manach",""
"2537","3076","3076","Monkstown Rd","Monkstown Rd","Br Bhaile na Manach",""
"2538","3077","3077","Monkstown Rd","Monkstown Rd","Br Bhaile na Manach",""
"2539","3078","3078","Forest Road","Forrest Little Golf","Bóthar na Foraoise",""
"2540","3079","3079","Newtown Ave","Newtown Ave","Ascl an Bhaile Nua",""
"2541","3080","3080","Newtown Ave","Newtown Ave","Ascl an Bhaile Nua",""
"2542","3081","3081","Carysfort Avenue","Carysfort Avenue","Ascaill Dhún Carúin",""
"2543","3082","3082","Carysfort Avenue","Carysfort Avenue","Ascaill Dhún Carúin",""
"2544","3083","3083","Frascati Road","Frascati SC","Bóthar Frascati",""
"2545","3084","3084","Frascati Road","Frascati Road","Bóthar Frascati",""
"2546","3085","3085","Blackrock","Blackrock","An Charraig Dhubh",""
"2547","3087","3087","Forest Road","Forest Road","Bóthar na Foraoise",""
"2548","3088","3088","River Valley Rd","River Valley Rd","Br Ghleann na hAbha",""
"2549","3089","3089","Rathingle Road","Rathingle Road","Bóthar Ráth Aingil",""
"2550","3090","3090","Rathingle Road","Rathingle Road","Bóthar Ráth Aingil",""
"2551","3091","3091","Avondale Road","Avondale Road","Bóthar Avondale",""
"2552","3092","3092","Avondale Road","Avondale Road","Bóthar Avondale",""
"2553","3093","3093","Avondale Road","Avondale Road","Bóthar Avondale",""
"2554","3094","3094","Cluny Grove","Cluny Grove","Garrán Cluny",""
"2555","3095","3095","Ballinaclea Road","Ballinaclea Road","Bóthar Ballinaclea",""
"2556","3096","3096","Killiney Road","Killiney Road","Bóthar Chill Iníon",""
"2557","3097","3097","Killiney Road","Wyvern Estate","Bóthar Chill Iníon",""
"2558","3098","3098","Killiney Hill Rd","Killiney Hill Park","Br Chnoc Chill Inío",""
"2559","3099","3099","Killiney Hill Rd","Victoria Road","Br Chnoc Chill Inío",""
"2560","3100","3100","Killiney Hill Rd","Killiney Hill Park","Br Chnoc Chill Inío",""
"2561","3101","3101","Killiney Road","Killiney Road","Bóthar Chill Iníon",""
"2562","3102","3102","Killiney Road","Killiney Grove","Bóthar Chill Iníon",""
"2563","3103","3103","Ballinaclea Road","Ballinaclea Road","Bóthar Ballinaclea",""
"2564","3105","3105","Avondale Road","Avondale Road","Bóthar Avondale",""
"2565","3106","3106","Avondale Road","Arnold Grove","Bóthar Avondale",""
"2566","3107","3107","Avondale Road","Avondale Park","Bóthar Avondale",""
"2567","3108","3108","Avondale Road","Bellevue Avenue","Bóthar Avondale",""
"2568","3111","3111","Barnhill Rd","Barnhill Avenue","Br Chnoc an Sciobói",""
"2569","3112","3112","Maynooth Road","Maynooth Road","Bóthar Mhaigh Nuad",""
"2570","3114","3114","Stradbrook Rd","Stradbrook Rd","Br Shráid an tSruth",""
"2571","3115","3115","Stradbrook Rd","Stradbrook Rd","Br Shráid an tSruth",""
"2572","3116","3116","Rowan Pk","Rowan Pk","Pc an Chaorthainn",""
"2573","3117","3117","Deansgrange Rd","Deansgrange Rd","Br Ghráinseach an D",""
"2574","3118","3118","Deansgrange Rd","Deansgrange Rd","Br Ghráinseach an D",""
"2575","3119","3119","Deansgrange Rd","Deansgrange Rd","Br Ghráinseach an D",""
"2576","3120","3120","Clonkeen Rd","Clonkeen Rd","Br Chluain Caoin",""
"2577","3122","3122","Clonkeen Rd","Clonkeen Rd","Br Chluain Caoin",""
"2578","3123","3123","Clonkeen Rd","Clonkeen Rd","Br Chluain Caoin",""
"2579","3124","3124","Clonkeen Rd","Clonkeen Rd","Br Chluain Caoin",""
"2580","3125","3125","Clonkeen Rd","Clonkeen Rd","Br Chluain Caoin",""
"2581","3126","3126","Clonkeen Rd","Clonkeen Rd","Br Chluain Caoin",""
"2582","3127","3127","Old Bray Road","Old Bray Road","Seanbhóthar Bhré",""
"2583","3128","3128","Old Bray Road","Old Bray Road","Seanbhóthar Bhré",""
"2584","3129","3129","Bray Road","Bray Road","Bóthar Bhré",""
"2585","3130","3130","Bray Road","Bray Road","Bóthar Bhré",""
"2586","3131","3131","Bray Road","Bray Road","Bóthar Bhré",""
"2587","3132","3132","Bray Road","Bray Road","Bóthar Bhré",""
"2588","3133","3133","Bray Road","Bray Road","Bóthar Bhré",""
"2589","3134","3134","Bray Road","Bray Road","Bóthar Bhré",""
"2590","3135","3135","Bray Road","Bray Road","Bóthar Bhré",""
"2591","3136","3136","Bray Road","Bray Road","Bóthar Bhré",""
"2592","3138","3138","Bray Road","Bray Road","Bóthar Bhré",""
"2593","3139","3139","Bray Road","Bray Road","Bóthar Bhré",""
"2594","3140","3140","Dublin Rd","Dublin Rd","Br Bhaile Átha Clia",""
"2595","3141","3141","Shankill","Shankill","Seanchill",""
"2596","3142","3142","Dublin Rd","Dublin Rd","Br Bhaile Átha Clia",""
"2597","3143","3143","Bray Road","Bray Road","Bóthar Bhré",""
"2598","3144","3144","Bray Road","Bray Road","Bóthar Bhré",""
"2599","3145","3145","Bray Road","Bray Road","Bóthar Bhré",""
"2600","3146","3146","Bray Road","Bray Road","Bóthar Bhré",""
"2601","3147","3147","Bray Road","Bray Road","Bóthar Bhré",""
"2602","3148","3148","Bray Road","Bray Road","Bóthar Bhré",""
"2603","3149","3149","Johnstown Rd","Johnstown Rd","Br Bhaile Sheáin",""
"2604","3150","3150","Old Bray Road","Old Bray Road","Seanbhóthar Bhré",""
"2605","3151","3151","Old Bray Road","Old Bray Road","Seanbhóthar Bhré",""
"2606","3152","3152","Clonkeen Rd","Clonkeen Rd","Br Chluain Caoin",""
"2607","3153","3153","Clonkeen Rd","Clonkeen Rd","Br Chluain Caoin",""
"2608","3154","3154","Clonkeen Rd","Clonkeen Rd","Br Chluain Caoin",""
"2609","3155","3155","Clonkeen Rd","Clonkeen Rd","Br Chluain Caoin",""
"2610","3156","3156","Clonkeen Rd","Clonkeen Rd","Br Chluain Caoin",""
"2611","3158","3158","Deansgrange Rd","Deansgrange Rd","Br Ghráinseach an D",""
"2612","3159","3159","Deansgrange Rd","Deansgrange Rd","Br Ghráinseach an D",""
"2613","3160","3160","Deansgrange Rd","Deansgrange Rd","Br Ghráinseach an D",""
"2614","3161","3161","Deansgrange Rd","Deansgrange Rd","Br Ghráinseach an D",""
"2615","3162","3162","Rowan Pk","Rowan Pk","Pc an Chaorthainn",""
"2616","3163","3163","Stradbrook Rd","Stradbrook Rd","Br Shráid an tSruth",""
"2617","3164","3164","Stradbrook Rd","Stradbrook Rd","Br Shráid an tSruth",""
"2618","3165","3165","Carysfort Avenue","Carysfort Avenue","Ascaill Dhún Carúin",""
"2619","3166","3166","Carysfort Avenue","UCD Smurfit","Ascaill Dhún Carúin",""
"2620","3167","3167","Carysfort Avenue","Brookfield Terrace","Ascaill Dhún Carúin",""
"2621","3168","3168","Carysfort Avenue","Proby Square","Ascaill Dhún Carúin",""
"2622","3169","3169","Carysfort Avenue","St Augustine's Sch","Ascaill Dhún Carúin",""
"2623","3171","3171","Newtown Park","Newtown Park","Páirc an Bhaile Nua",""
"2624","3173","3173","Newtownpark Ave","Meadow Close","Asc Pháirc an Bhail",""
"2625","3174","3174","Newtownpark Ave","Granville Park","Asc Pháirc an Bhail",""
"2626","3175","3175","Newtownpark Ave","Stillorgan Road","Asc Pháirc an Bhail",""
"2627","3176","3176","Leopardstown Rd","Leopardstown Rd","Br Bhaile na Lobhar",""
"2628","3177","3177","Leopardstown Rd","Foxrock Manor","Br Bhaile na Lobhar",""
"2629","3178","3178","Leopardstown Rd","Torquay Road","Br Bhaile na Lobhar",""
"2630","3179","3179","Leopardstown Rd","Racecourse","Br Bhaile na Lobhar",""
"2631","3181","3181","Blackthorn Road","Blackthorn Road","Bóthar an Draighin",""
"2632","3182","3182","Blackthorn Road","Blackthorn Road","Bóthar an Draighin",""
"2633","3183","3183","Blackthorn Road","Blackthorn Road","Bóthar an Draighin",""
"2634","3184","3184","Blackthorn Drive","Blackthorn Drive","Céide an Draighin",""
"2635","3187","3187","Burton Hall Rd","Burton Hall Road","Br Halla an Bhurtún",""
"2636","3188","3188","Leopardstown Rd","Racecourse","Br Bhaile na Lobhar",""
"2637","3189","3189","Leopardstown Rd","Silverpark GAA","Br Bhaile na Lobhar",""
"2638","3190","3190","Leopardstown Rd","Torquay Road","Br Bhaile na Lobhar",""
"2639","3191","3191","Leopardstown Rd","Foxrock Manor","Br Bhaile na Lobhar",""
"2640","3192","3192","Leopardstown Rd","Kelston Park","Br Bhaile na Lobhar",""
"2641","3193","3193","Newtownpark Ave","Newtownpark Avenue","Asc Pháirc an Bhail",""
"2642","3194","3194","Newtownpark Ave","Holly Park Avenue","Asc Pháirc an Bhail",""
"2643","3195","3195","Newtownpark Ave","Meadow Close","Asc Pháirc an Bhail",""
"2644","3196","3196","Newtown Park","Newtown Park","Páirc an Bhaile Nua",""
"2645","3198","3198","Carysfort Avenue","Carysfort Avenue","Ascaill Dhún Carúin",""
"2646","3199","3199","Carysfort Avenue","Proby Square","Ascaill Dhún Carúin",""
"2647","3200","3200","Carysfort Avenue","UCD Smurfit","Ascaill Dhún Carúin",""
"2648","3201","3201","Carysfort Avenue","Frascati Road","Ascaill Dhún Carúin",""
"2649","3202","3202","Glenageary Rd","Glenageary Rd","Br Ghleann na gCaor",""
"2650","3203","3203","Glenageary Rd","Glenageary Rd","Br Ghleann na gCaor",""
"2651","3204","3204","Glenageary Rd","Glenageary Rd","Br Ghleann na gCaor",""
"2652","3205","3205","Sallynoggin Road","Sallynoggin Road","Bóthar an Naigín",""
"2653","3206","3206","Sallynoggin Road","Sallynoggin Road","Bóthar an Naigín",""
"2654","3207","3207","Pearse Street","Pearse Street","Sráid an Phiarsaigh",""
"2655","3208","3208","Sallynoggin","Sallynoggin","An Naigín",""
"2656","3209","3209","Pearse Street","Pearse Street","Sráid an Phiarsaigh",""
"2657","3210","3210","Pearse Street","Pearse Street","Sráid an Phiarsaigh",""
"2658","3211","3211","Rochestown Pk","Rochestown Pk","Pc Bhaile an Róisti",""
"2659","3212","3212","Rochestown Ave","Rochestown Ave","Asc Bhaile an Róist",""
"2660","3213","3213","Rochestown Ave","Rochestown Ave","Asc Bhaile an Róist",""
"2661","3214","3214","Churchview Rd","Churchview Rd","Br Radharc an Teamp",""
"2662","3215","3215","Churchview Rd","Churchview Rd","Br Radharc an Teamp",""
"2663","3216","3216","Churchview Rd","Churchview Rd","Br Radharc an Teamp",""
"2664","3217","3217","Churchview Rd","Churchview Rd","Br Radharc an Teamp",""
"2665","3218","3218","Churchview Rd","Churchview Rd","Br Radharc an Teamp",""
"2666","3219","3219","Wyattville Rd","Wyattville Rd","Br Wyattville",""
"2667","3220","3220","Wyattville Road","Wyattville Road","Bóthar Wyattville",""
"2668","3221","3221","Loughlinstown Drive","Loughlinstown Drive","Céide Bhaile Uí Lac",""
"2669","3222","3222","Loughlinstown Pk","Loughlinstown Pk","Pc Bhaile Uí Lachná",""
"2670","3223","3223","Loughlinstown Drive","Loughlinstown Drive","Céide Bhaile Uí Lac",""
"2671","3224","3224","Wyattville Road","Wyattville Road","Bóthar Wyattville",""
"2672","3225","3225","Churchview Rd","Churchview Rd","Br Radharc an Teamp",""
"2673","3226","3226","Churchview Rd","Churchview Rd","Br Radharc an Teamp",""
"2674","3227","3227","Churchview Rd","Churchview Rd","Br Radharc an Teamp",""
"2675","3228","3228","Churchview Rd","Churchview Rd","Br Radharc an Teamp",""
"2676","3229","3229","Church Road","Church Road","Bóthar an Teampaill",""
"2677","3230","3230","Rochestown Ave","Rochestown Ave","Asc Bhaile an Róist",""
"2678","3231","3231","Rochestown Ave","Rochestown Ave","Asc Bhaile an Róist",""
"2679","3232","3232","Pearse Villas","Pearse Villas","Blt an Phiarsaigh",""
"2680","3233","3233","Pearse Street","Pearse Street","Sráid an Phiarsaigh",""
"2681","3234","3234","Pearse Street","Pearse Street","Sráid an Phiarsaigh",""
"2682","3235","3235","Pearse Street","Pearse Street","Sráid an Phiarsaigh",""
"2683","3236","3236","Sallynoggin Road","Sallynoggin Road","Bóthar an Naigín",""
"2684","3237","3237","Sallynoggin Road","Sallynoggin Road","Bóthar an Naigín",""
"2685","3238","3238","Glenageary Rd","Glenageary Rd","Br Ghleann na gCaor",""
"2686","3239","3239","Glenageary Rd","Glenageary Rd","Br Ghleann na gCaor",""
"2687","3240","3240","Glenageary Rd","Glenageary Rd","Br Ghleann na gCaor",""
"2688","3241","3241","Sallynoggin Road","Sallynoggin Park","Bóthar an Naigín",""
"2689","3242","3242","Sallynoggin Road","O'Rourke Park","Bóthar an Naigín",""
"2690","3243","3243","Rochestown Ave","Rochestown Ave","Asc Bhaile an Róist",""
"2691","3244","3244","Rochestown Ave","Rochestown Ave","Asc Bhaile an Róist",""
"2692","3245","3245","Rochestown Ave","Rochestown Ave","Asc Bhaile an Róist",""
"2693","3246","3246","Rochestown Ave","Rochestown Ave","Asc Bhaile an Róist",""
"2694","3247","3247","Rochestown Ave","Rochestown Ave","Asc Bhaile an Róist",""
"2695","3248","3248","Sallynoggin Road","Sallynoggin Road","Bóthar an Naigín",""
"2696","3249","3249","Pottery Rd","Mackinstosh Park","Br na Potaireachta",""
"2697","3254","3254","Johnstown Road","Saint Gabriels","Bóthar Bhaile Sheái",""
"2698","3255","3255","Old Bray Road","Cornelscourt SC","Seanbhóthar Bhré",""
"2699","3256","3256","Old Bray Road","Cornelscourt Village","Seanbhóthar Bhré",""
"2700","3258","3258","Bray Road","Bray Road","Bóthar Bhré",""
"2701","3259","3259","Bray Road","Bray Road","Bóthar Bhré",""
"2702","3260","3260","Old Bray Road","Cornelscourt Village","Seanbhóthar Bhré",""
"2703","3261","3261","Old Bray Road","Willow Grove","Seanbhóthar Bhré",""
"2704","3262","3262","Old Bray Road","Cornelscourt SC","Seanbhóthar Bhré",""
"2705","3265","3265","Mart Lane","Mart Lane","Lána na Marglainne",""
"2706","3266","3266","Mart Lane","St Brigid's School","Lána na Marglainne",""
"2707","3267","3267","Westminster Road","Gordon Avenue","Bóthar Westminster",""
"2708","3268","3268","Westminster Road","Plunkett Avenue","Bóthar Westminster",""
"2709","3269","3269","Westminster Road","Hainault Road","Bóthar Westminster",""
"2710","3270","3270","Brighton Road","Foxrock Village","Bóthar Brighton",""
"2711","3271","3271","Brighton Road","The Coppins","Bóthar Brighton",""
"2712","3272","3272","Brighton Road","Tresillian","Bóthar Brighton",""
"2713","3273","3273","Brighton Road","Kerrymount Avenue","Bóthar Brighton",""
"2714","3274","3274","Brighton Road","Brighton Avenue","Bóthar Brighton",""
"2715","3275","3275","Brighton Road","Mountsandel Park","Bóthar Brighton",""
"2716","3276","3276","Glenamuck Rd","Glenamuck Rd North","Br Ghleann na Muc",""
"2717","3277","3277","Glenamuck Rd","The View","Br Ghleann na Muc",""
"2718","3278","3278","Glenamuck Rd","Rockville Drive","Br Ghleann na Muc",""
"2719","3279","3279","Glenamuck Rd","Cromlech Close","Br Ghleann na Muc",""
"2720","3280","3280","Enniskerry Rd","Enniskerry Rd","Br Áth na Sceire",""
"2721","3282","3282","Enniskerry Rd","Enniskerry Rd","Br Áth na Sceire",""
"2722","3283","3283","Enniskerry Rd","Enniskerry Rd","Br Áth na Sceire",""
"2723","3284","3284","Enniskerry Rd","Enniskerry Rd","Br Áth na Sceire",""
"2724","3285","3285","Glenamuck Rd","Rockville Drive","Br Ghleann na Muc",""
"2725","3289","3289","Glenamuck Rd","Brennanstown Road","Br Ghleann na Muc",""
"2726","3290","3290","Brighton Road","Brighton Road","Bóthar Brighton",""
"2727","3291","3291","Brighton Road","Tresillian","Bóthar Brighton",""
"2728","3292","3292","Brighton Road","The Coppins","Bóthar Brighton",""
"2729","3293","3293","Brighton Road","Foxrock Village","Bóthar Brighton",""
"2730","3294","3294","Westminster Road","Westminster Road","Bóthar Westminster",""
"2731","3295","3295","Westminster Road","Plunkett Avenue","Bóthar Westminster",""
"2732","3296","3296","Westminster Road","Gordon Avenue","Bóthar Westminster",""
"2733","3297","3297","Mart Lane","Mart Lane","Lána na Marglainne",""
"2734","3298","3298","Mart Lane","St Brigid's School","Lána na Marglainne",""
"2735","3306","3306","Cornelscourt Hill","Sycamore Drive","Cn Chúirt Choirnéil",""
"2736","3307","3307","Cornelscourt Hill","Kerrymount Green","Cn Chúirt Choirnéil",""
"2737","3309","3309","Cornelscourt Hill","Kerrymount Green","Cn Chúirt Choirnéil",""
"2738","3310","3310","Enniskerry Rd","Enniskerry Rd","Br Áth na Sceire",""
"2739","3312","3312","Cornelscourt Hill","Hainault Road","Cn Chúirt Choirnéil",""
"2740","3317","3317","Brewery Rd","Brewery Rd","Br na Grúdlainne",""
"2741","3318","3318","Brewery Rd","Brewery Rd","Br na Grúdlainne",""
"2742","3320","3320","Brewery Rd","Brewery Rd","Br na Grúdlainne",""
"2743","3321","3321","Kilmacud Rd","Kilmacud Rd","Br Chill Mochuda",""
"2744","3322","3322","Kilmacud Rd","Kilmacud Rd","Br Chill Mochuda",""
"2745","3328","3328","Clonee Village","Clonee Village","Sráidbhaile Chluain",""
"2746","3329","3329","Old Navan Rd","Old Navan Rd","Snbr na hUaimhe",""
"2747","3330","3330","Dublin Rd","Dublin Rd","Br Bhaile Átha Clia",""
"2748","3331","3331","Dublin Rd","Dublin Rd","Br Bhaile Átha Clia",""
"2749","3332","3332","Station Road","Station Road","Bóthar an Stáisiúin",""
"2750","3333","3333","Dunboyne Village","Dunboyne Village","Sráidbhaile Dhún Bú",""
"2751","3334","3334","Station Road","Station Road","Bóthar an Stáisiúin",""
"2752","3335","3335","Dublin Rd","Dublin Rd","Br Bhaile Átha Clia",""
"2753","3336","3336","Dublin Rd","Dublin Rd","Br Bhaile Átha Clia",""
"2754","3337","3337","Old Navan Rd","Old Navan Rd","Snbr na hUaimhe",""
"2755","3338","3338","Clonee Village","Clonee Village","Sráidbhaile Chluain",""
"2756","3339","3339","Clonee Vlg","Clonee Vlg","SrBhl Chluain Aodha",""
